indice_global,indice_estricto,título,director,año,duración,género,rating,metascore,recaudación(M)
1663,658,Midnight Cowboy,John Schlesinger,1969,113,Drama,7.8,79,44.79
1664,659,Boyz n the Hood,John Singleton,1991,112,Crimen,7.8,76,57.5
1665,659,Boyz n the Hood,John Singleton,1991,112,Drama,7.8,76,57.5
1666,660,I Saw the Devil,Jee-woon Kim,2010,144,Acción,7.8,67,0.13
1667,660,I Saw the Devil,Jee-woon Kim,2010,144,Crimen,7.8,67,0.13
1668,660,I Saw the Devil,Jee-woon Kim,2010,144,Thriller,7.8,67,0.13
1669,661,Mary Poppins,Robert Stevenson,1964,139,Comedia,7.8,88,102.27
1670,661,Mary Poppins,Robert Stevenson,1964,139,Familiar,7.8,88,102.27
1671,661,Mary Poppins,Robert Stevenson,1964,139,Fantasía,7.8,88,102.27
1672,662,Walk the Line,James Mangold,2005,136,Biografía,7.8,72,119.52
1673,662,Walk the Line,James Mangold,2005,136,Drama,7.8,72,119.52
1674,662,Walk the Line,James Mangold,2005,136,Musica,7.8,72,119.52
1675,663,East of Eden,Elia Kazan,1955,118,Drama,7.8,72,0.0
1676,664,Straight Outta Compton,F. Gary Gray,2015,147,Biografía,7.8,72,161.2
1677,664,Straight Outta Compton,F. Gary Gray,2015,147,Drama,7.8,72,161.2
1678,664,Straight Outta Compton,F. Gary Gray,2015,147,Historia,7.8,72,161.2
1679,665,The Conversation,Francis Ford Coppola,1974,113,Drama,7.8,87,4.42
1680,665,The Conversation,Francis Ford Coppola,1974,113,Misterio,7.8,87,4.42
1681,665,The Conversation,Francis Ford Coppola,1974,113,Thriller,7.8,87,4.42
1682,666,Glory,Edward Zwick,1989,122,Biografía,7.8,78,26.83
1683,666,Glory,Edward Zwick,1989,122,Drama,7.8,78,26.83
1684,666,Glory,Edward Zwick,1989,122,Historia,7.8,78,26.83
1685,667,Awakenings,Penny Marshall,1990,121,Biografía,7.8,74,52.1
1686,667,Awakenings,Penny Marshall,1990,121,Drama,7.8,74,52.1
1687,668,Serenity,Joss Whedon,2005,119,Acción,7.8,74,25.51
1688,668,Serenity,Joss Whedon,2005,119,Aventura,7.8,74,25.51
1689,668,Serenity,Joss Whedon,2005,119,Ciencia Ficción,7.8,74,25.51
1690,669,Moon,Duncan Jones,2009,97,Drama,7.8,67,5.01
1691,669,Moon,Duncan Jones,2009,97,Misterio,7.8,67,5.01
1692,669,Moon,Duncan Jones,2009,97,Ciencia Ficción,7.8,67,5.01
1693,670,The Holy Mountain,Alejandro Jodorowsky,1973,114,Aventura,7.8,76,0.06
1694,670,The Holy Mountain,Alejandro Jodorowsky,1973,114,Drama,7.8,76,0.06
1695,670,The Holy Mountain,Alejandro Jodorowsky,1973,114,Fantasía,7.8,76,0.06
1696,671,The Right Stuff,Philip Kaufman,1983,193,Aventura,7.8,91,21.5
1697,671,The Right Stuff,Philip Kaufman,1983,193,Biografía,7.8,91,21.5
1698,671,The Right Stuff,Philip Kaufman,1983,193,Drama,7.8,91,21.5
1699,672,The Fighter,David O. Russell,2010,116,Acción,7.8,79,93.62
1700,672,The Fighter,David O. Russell,2010,116,Biografía,7.8,79,93.62
1701,672,The Fighter,David O. Russell,2010,116,Drama,7.8,79,93.62
1702,673,Mississippi Burning,Alan Parker,1988,128,Crimen,7.8,65,34.6
1703,673,Mississippi Burning,Alan Parker,1988,128,Drama,7.8,65,34.6
1704,673,Mississippi Burning,Alan Parker,1988,128,Misterio,7.8,65,34.6
1705,674,The King of Comedy,Martin Scorsese,1982,109,Comedia,7.8,73,2.5
1706,674,The King of Comedy,Martin Scorsese,1982,109,Crimen,7.8,73,2.5
1707,674,The King of Comedy,Martin Scorsese,1982,109,Drama,7.8,73,2.5
1708,675,The Fall,Tarsem Singh,2006,117,Aventura,7.8,64,2.28
1709,675,The Fall,Tarsem Singh,2006,117,Drama,7.8,64,2.28
1710,675,The Fall,Tarsem Singh,2006,117,Fantasía,7.8,64,2.28
1711,676,Paddington 2,Paul King,2017,103,Aventura,7.8,88,40.44
1712,676,Paddington 2,Paul King,2017,103,Comedia,7.8,88,40.44
1713,676,Paddington 2,Paul King,2017,103,Familiar,7.8,88,40.44
1714,677,The Girl with the Dragon Tattoo,Niels Arden Oplev,2009,152,Crimen,7.8,76,10.1
1715,677,The Girl with the Dragon Tattoo,Niels Arden Oplev,2009,152,Drama,7.8,76,10.1
1716,677,The Girl with the Dragon Tattoo,Niels Arden Oplev,2009,152,Misterio,7.8,76,10.1
1717,678,Kiki's Delivery Service,Hayao Miyazaki,1989,103,Animación,7.8,85,0.0
1718,678,Kiki's Delivery Service,Hayao Miyazaki,1989,103,Familiar,7.8,85,0.0
1719,678,Kiki's Delivery Service,Hayao Miyazaki,1989,103,Fantasía,7.8,85,0.0
1720,679,How to Train Your Dragon 2,Dean DeBlois,2014,102,Animación,7.8,77,177.0
1721,679,How to Train Your Dragon 2,Dean DeBlois,2014,102,Acción,7.8,77,177.0
1722,679,How to Train Your Dragon 2,Dean DeBlois,2014,102,Aventura,7.8,77,177.0
1723,680,The Remains of the Day,James Ivory,1993,134,Drama,7.8,86,22.95
1724,680,The Remains of the Day,James Ivory,1993,134,Romance,7.8,86,22.95
1725,681,Pride,Matthew Warchus,2014,119,Biografía,7.8,79,0.0
1726,681,Pride,Matthew Warchus,2014,119,Comedia,7.8,79,0.0
1727,681,Pride,Matthew Warchus,2014,119,Drama,7.8,79,0.0
1728,682,Hunt for the Wilderpeople,Taika Waititi,2016,101,Aventura,7.8,81,5.2
1729,682,Hunt for the Wilderpeople,Taika Waititi,2016,101,Comedia,7.8,81,5.2
1730,682,Hunt for the Wilderpeople,Taika Waititi,2016,101,Drama,7.8,81,5.2
1731,683,The Insider,Michael Mann,1999,157,Biografía,7.8,84,28.97
1732,683,The Insider,Michael Mann,1999,157,Drama,7.8,84,28.97
1733,683,The Insider,Michael Mann,1999,157,Thriller,7.8,84,28.97
1734,684,Changeling,Clint Eastwood,2008,141,Biografía,7.8,63,35.74
1735,684,Changeling,Clint Eastwood,2008,141,Crimen,7.8,63,35.74
1736,684,Changeling,Clint Eastwood,2008,141,Drama,7.8,63,35.74
1737,685,Ed Wood,Tim Burton,1994,127,Biografía,7.8,70,5.89
1738,685,Ed Wood,Tim Burton,1994,127,Comedia,7.8,70,5.89
1739,685,Ed Wood,Tim Burton,1994,127,Drama,7.8,70,5.89
1740,686,Night of the Living Dead,George A. Romero,1968,96,Terror,7.8,89,0.09
1741,686,Night of the Living Dead,George A. Romero,1968,96,Thriller,7.8,89,0.09
1742,687,The Day the Earth Stood Still,Robert Wise,1951,92,Drama,7.8,83,0.0
1743,687,The Day the Earth Stood Still,Robert Wise,1951,92,Ciencia Ficción,7.8,83,0.0
1744,688,The Best Offer,Giuseppe Tornatore,2013,131,Crimen,7.8,49,0.09
1745,688,The Best Offer,Giuseppe Tornatore,2013,131,Drama,7.8,49,0.09
1746,688,The Best Offer,Giuseppe Tornatore,2013,131,Misterio,7.8,49,0.09
1747,689,Dawn of the Dead,George A. Romero,1978,127,Terror,7.8,71,5.1
1748,689,Dawn of the Dead,George A. Romero,1978,127,Thriller,7.8,71,5.1
1749,690,My Fair Lady,George Cukor,1964,170,Drama,7.8,95,72.0
1750,690,My Fair Lady,George Cukor,1964,170,Familiar,7.8,95,72.0
1751,690,My Fair Lady,George Cukor,1964,170,Musical,7.8,95,72.0
1752,691,Kramer vs. Kramer,Robert Benton,1979,105,Drama,7.8,77,106.26
1753,692,My Left Foot,Jim Sheridan,1989,103,Biografía,7.8,97,14.74
1754,692,My Left Foot,Jim Sheridan,1989,103,Drama,7.8,97,14.74
1755,693,The Day of the Jackal,Fred Zinnemann,1973,143,Crimen,7.8,80,16.06
1756,693,The Day of the Jackal,Fred Zinnemann,1973,143,Drama,7.8,80,16.06
1757,693,The Day of the Jackal,Fred Zinnemann,1973,143,Thriller,7.8,80,16.06
1758,694,Bringing Up Baby,Howard Hawks,1938,102,Comedia,7.8,91,0.0
1759,695,Cabaret,Bob Fosse,1972,124,Drama,7.8,80,42.77
1760,695,Cabaret,Bob Fosse,1972,124,Musica,7.8,80,42.77
1761,695,Cabaret,Bob Fosse,1972,124,Musical,7.8,80,42.77
1762,696,October Sky,Joe Johnston,1999,108,Biografía,7.8,71,32.48
1763,696,October Sky,Joe Johnston,1999,108,Drama,7.8,71,32.48
1764,696,October Sky,Joe Johnston,1999,108,Familiar,7.8,71,32.48
1765,697,Days of Heaven,Terrence Malick,1978,94,Drama,7.8,93,0.0
1766,697,Days of Heaven,Terrence Malick,1978,94,Romance,7.8,93,0.0
1767,698,Guess Who's Coming to Dinner,Stanley Kramer,1967,108,Comedia,7.8,63,56.7
1768,698,Guess Who's Coming to Dinner,Stanley Kramer,1967,108,Drama,7.8,63,56.7
1769,699,Once,John Carney,2007,86,Drama,7.8,90,9.44
1770,699,Once,John Carney,2007,86,Musica,7.8,90,9.44
1771,699,Once,John Carney,2007,86,Romance,7.8,90,9.44
"1772,700,""Aguirre, the Wrath of God"",Werner Herzog,1972,95,Acción,7.8,0,0.0"
"1773,700,""Aguirre, the Wrath of God"",Werner Herzog,1972,95,Aventura,7.8,0,0.0"
"1774,700,""Aguirre, the Wrath of God"",Werner Herzog,1972,95,Biografía,7.8,0,0.0"
1775,701,Freaks,Tod Browning,1932,64,Drama,7.8,80,0.63
1776,701,Freaks,Tod Browning,1932,64,Terror,7.8,80,0.63
1777,702,All About My Mother,Pedro AlmodÃ³var,1999,101,Comedia,7.8,87,8.26
1778,702,All About My Mother,Pedro AlmodÃ³var,1999,101,Drama,7.8,87,8.26
1779,702,All About My Mother,Pedro AlmodÃ³var,1999,101,Romance,7.8,87,8.26
1780,703,All That Jazz,Bob Fosse,1979,123,Drama,7.8,72,37.82
1781,703,All That Jazz,Bob Fosse,1979,123,Musica,7.8,72,37.82
1782,703,All That Jazz,Bob Fosse,1979,123,Musical,7.8,72,37.82
1783,704,Letters from Iwo Jima,Clint Eastwood,2006,141,Acción,7.8,89,13.76
1784,704,Letters from Iwo Jima,Clint Eastwood,2006,141,Aventura,7.8,89,13.76
1785,704,Letters from Iwo Jima,Clint Eastwood,2006,141,Drama,7.8,89,13.76
1786,705,Lilya 4-Ever,Lukas Moodysson,2002,109,Crimen,7.8,83,0.18
1787,705,Lilya 4-Ever,Lukas Moodysson,2002,109,Drama,7.8,83,0.18
1788,706,Whisper of the Heart,Yoshifumi KondÃ´,1995,111,Animación,7.8,75,0.0
1789,706,Whisper of the Heart,Yoshifumi KondÃ´,1995,111,Drama,7.8,75,0.0
1790,706,Whisper of the Heart,Yoshifumi KondÃ´,1995,111,Familiar,7.8,75,0.0
1791,707,Gaslight,George Cukor,1944,114,Crimen,7.8,78,0.0
1792,707,Gaslight,George Cukor,1944,114,Drama,7.8,78,0.0
1793,707,Gaslight,George Cukor,1944,114,Misterio,7.8,78,0.0
1794,708,The Chaser,Na Hong-jin,2008,125,Acción,7.8,64,0.0
1795,708,The Chaser,Na Hong-jin,2008,125,Crimen,7.8,64,0.0
1796,708,The Chaser,Na Hong-jin,2008,125,Drama,7.8,64,0.0
1797,709,Manhattan,Woody Allen,1979,96,Comedia,7.8,83,45.7
1798,709,Manhattan,Woody Allen,1979,96,Drama,7.8,83,45.7
1799,709,Manhattan,Woody Allen,1979,96,Romance,7.8,83,45.7
1800,710,Breaking the Waves,Lars von Trier,1996,159,Drama,7.8,81,4.04
1801,711,Loving Vincent,DK Welchman,2017,94,Animación,7.8,62,6.74
1802,711,Loving Vincent,DK Welchman,2017,94,Drama,7.8,62,6.74
1803,711,Loving Vincent,DK Welchman,2017,94,Misterio,7.8,62,6.74
1804,712,The World's Fastest Indian,Roger Donaldson,2005,127,Biografía,7.8,68,5.13
1805,712,The World's Fastest Indian,Roger Donaldson,2005,127,Drama,7.8,68,5.13
1806,712,The World's Fastest Indian,Roger Donaldson,2005,127,Deportes,7.8,68,5.13
1807,713,Frankenstein,James Whale,1931,70,Drama,7.8,91,0.0
1808,713,Frankenstein,James Whale,1931,70,Terror,7.8,91,0.0
1809,713,Frankenstein,James Whale,1931,70,Ciencia Ficción,7.8,91,0.0
1810,714,To Have and Have Not,Howard Hawks,1944,100,Aventura,7.8,90,0.0
1811,714,To Have and Have Not,Howard Hawks,1944,100,Comedia,7.8,90,0.0
1812,714,To Have and Have Not,Howard Hawks,1944,100,Film-Noir,7.8,90,0.0
1813,715,Stagecoach,John Ford,1939,96,Aventura,7.8,93,0.0
1814,715,Stagecoach,John Ford,1939,96,Drama,7.8,93,0.0
1815,715,Stagecoach,John Ford,1939,96,Western,7.8,93,0.0
1816,716,Red River,Howard Hawks,1948,133,Drama,7.8,96,0.0
1817,716,Red River,Howard Hawks,1948,133,Western,7.8,96,0.0
1818,717,The Lunchbox,Ritesh Batra,2013,104,Drama,7.8,76,4.23
1819,717,The Lunchbox,Ritesh Batra,2013,104,Romance,7.8,76,4.23
1820,718,Land of Mine,Martin Zandvliet,2015,100,Drama,7.8,75,0.44
1821,718,Land of Mine,Martin Zandvliet,2015,100,Historia,7.8,75,0.44
1822,718,Land of Mine,Martin Zandvliet,2015,100,Guerra,7.8,75,0.44
1823,719,His Girl Friday,Howard Hawks,1940,92,Comedia,7.8,0,0.3
1824,719,His Girl Friday,Howard Hawks,1940,92,Drama,7.8,0,0.3
1825,719,His Girl Friday,Howard Hawks,1940,92,Romance,7.8,0,0.3
1826,720,Batman: Mask of the Phantasm,Eric Radomski,1993,76,Animación,7.8,65,5.62
1827,720,Batman: Mask of the Phantasm,Eric Radomski,1993,76,Acción,7.8,65,5.62
1828,720,Batman: Mask of the Phantasm,Eric Radomski,1993,76,Aventura,7.8,65,5.62
1829,721,L'Avventura,Michelangelo Antonioni,1960,144,Drama,7.8,0,0.0
1830,721,L'Avventura,Michelangelo Antonioni,1960,144,Misterio,7.8,0,0.0
1831,721,L'Avventura,Michelangelo Antonioni,1960,144,Romance,7.8,0,0.0
1832,722,Hannah and Her Sisters,Woody Allen,1986,107,Comedia,7.8,90,40.08
1833,722,Hannah and Her Sisters,Woody Allen,1986,107,Drama,7.8,90,40.08
1834,723,Ninja Scroll,Yoshiaki Kawajiri,1993,94,Animación,7.8,0,0.0
1835,723,Ninja Scroll,Yoshiaki Kawajiri,1993,94,Acción,7.8,0,0.0
1836,723,Ninja Scroll,Yoshiaki Kawajiri,1993,94,Aventura,7.8,0,0.0
1837,724,The Man Who Would Be King,John Huston,1975,129,Aventura,7.8,91,0.0
1838,724,The Man Who Would Be King,John Huston,1975,129,Guerra,7.8,91,0.0
1839,725,The White Ribbon,Michael Haneke,2009,144,Drama,7.8,84,2.22
1840,725,The White Ribbon,Michael Haneke,2009,144,Misterio,7.8,84,2.22
1841,725,The White Ribbon,Michael Haneke,2009,144,Thriller,7.8,84,2.22
1842,726,Shadow of a Doubt,Alfred Hitchcock,1943,108,Film-Noir,7.8,94,0.0
1843,726,Shadow of a Doubt,Alfred Hitchcock,1943,108,Thriller,7.8,94,0.0
1844,727,A Prophet,Jacques Audiard,2009,155,Crimen,7.8,90,2.08
1845,727,A Prophet,Jacques Audiard,2009,155,Drama,7.8,90,2.08
1846,728,The Bride of Frankenstein,James Whale,1935,75,Drama,7.8,95,4.36
1847,728,The Bride of Frankenstein,James Whale,1935,75,Terror,7.8,95,4.36
1848,728,The Bride of Frankenstein,James Whale,1935,75,Ciencia Ficción,7.8,95,4.36
1849,729,The Umbrellas of Cherbourg,Jacques Demy,1964,91,Drama,7.8,86,0.03
1850,729,The Umbrellas of Cherbourg,Jacques Demy,1964,91,Musical,7.8,86,0.03
1851,729,The Umbrellas of Cherbourg,Jacques Demy,1964,91,Romance,7.8,86,0.03
"1852,730,""I, Daniel Blake"",Ken Loach,2016,100,Drama,7.8,78,0.26"
1853,731,The Innocents,Jack Clayton,1961,100,Terror,7.8,88,2.62
1854,732,The Killer,John Woo,1989,111,Acción,7.8,82,0.0
1855,732,The Killer,John Woo,1989,111,Crimen,7.8,82,0.0
1856,732,The Killer,John Woo,1989,111,Drama,7.8,82,0.0
1857,733,The Postman,Michael Radford,1994,108,Biografía,7.8,81,21.85
1858,733,The Postman,Michael Radford,1994,108,Comedia,7.8,81,21.85
1859,733,The Postman,Michael Radford,1994,108,Drama,7.8,81,21.85
1860,734,You Can't Take It with You,Frank Capra,1938,126,Comedia,7.8,0,4.66
1861,734,You Can't Take It with You,Frank Capra,1938,126,Drama,7.8,0,4.66
1862,734,You Can't Take It with You,Frank Capra,1938,126,Romance,7.8,0,4.66
1863,735,Cowboy Bebop: The Movie,Shin'ichirÃ´ Watanabe,2001,115,Animación,7.8,61,1.0
1864,735,Cowboy Bebop: The Movie,Shin'ichirÃ´ Watanabe,2001,115,Acción,7.8,61,1.0
1865,735,Cowboy Bebop: The Movie,Shin'ichirÃ´ Watanabe,2001,115,Crimen,7.8,61,1.0
1866,736,The Chorus,Christophe Barratier,2004,97,Comedia,7.8,56,3.64
1867,736,The Chorus,Christophe Barratier,2004,97,Drama,7.8,56,3.64
1868,736,The Chorus,Christophe Barratier,2004,97,Musica,7.8,56,3.64
1869,737,Tokyo Godfathers,Satoshi Kon,2003,92,Animación,7.8,74,0.13
1870,737,Tokyo Godfathers,Satoshi Kon,2003,92,Aventura,7.8,74,0.13
1871,737,Tokyo Godfathers,Satoshi Kon,2003,92,Comedia,7.8,74,0.13
1872,738,Crimes and Misdemeanors,Woody Allen,1989,104,Comedia,7.8,77,18.25
1873,738,Crimes and Misdemeanors,Woody Allen,1989,104,Drama,7.8,77,18.25
1874,739,Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,157,Crimen,7.8,82,0.14
1875,739,Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,157,Drama,7.8,82,0.14
1876,739,Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,157,Thriller,7.8,82,0.14
1877,740,The Asphalt Jungle,John Huston,1950,112,Crimen,7.8,85,0.0
1878,740,The Asphalt Jungle,John Huston,1950,112,Drama,7.8,85,0.0
1879,740,The Asphalt Jungle,John Huston,1950,112,Film-Noir,7.8,85,0.0
1880,741,Veer Zaara,Yash Chopra,2004,192,Drama,7.8,67,2.92
1881,741,Veer Zaara,Yash Chopra,2004,192,Familiar,7.8,67,2.92
1882,741,Veer Zaara,Yash Chopra,2004,192,Musical,7.8,67,2.92
1883,742,The Discreet Charm of the Bourgeoisie,Luis BuÃ±uel,1972,102,Comedia,7.8,93,0.2
"1884,743,""Like Father, Like Son"",Kore-eda Hirokazu,2013,121,Drama,7.8,73,0.28"
1885,744,English Vinglish,Gauri Shinde,2012,134,Comedia,7.8,0,1.67
1886,744,English Vinglish,Gauri Shinde,2012,134,Drama,7.8,0,1.67
1887,744,English Vinglish,Gauri Shinde,2012,134,Familiar,7.8,0,1.67
1888,745,Duck Soup,Leo McCarey,1933,69,Comedia,7.8,93,0.0
1889,745,Duck Soup,Leo McCarey,1933,69,Musical,7.8,93,0.0
1890,746,Vivre Sa Vie,Jean-Luc Godard,1962,85,Drama,7.8,0,0.0
1891,747,Millennium Actress,Satoshi Kon,2001,87,Animación,7.8,70,0.19
1892,747,Millennium Actress,Satoshi Kon,2001,87,Drama,7.8,70,0.19
1893,747,Millennium Actress,Satoshi Kon,2001,87,Fantasía,7.8,70,0.19
1894,748,Knockin' on Heaven's Door,Thomas Jahn,1997,87,Acción,7.8,0,0.0
1895,748,Knockin' on Heaven's Door,Thomas Jahn,1997,87,Crimen,7.8,0,0.0
1896,748,Knockin' on Heaven's Door,Thomas Jahn,1997,87,Comedia,7.8,0,0.0
1897,749,My Life as a Zucchini,Claude Barras,2016,70,Animación,7.8,85,0.29
1898,749,My Life as a Zucchini,Claude Barras,2016,70,Comedia,7.8,85,0.29
1899,749,My Life as a Zucchini,Claude Barras,2016,70,Drama,7.8,85,0.29
1900,750,A Night at the Opera,Sam Wood,1935,96,Comedia,7.8,0,2.54
1901,750,A Night at the Opera,Sam Wood,1935,96,Musica,7.8,0,2.54
1902,750,A Night at the Opera,Sam Wood,1935,96,Musical,7.8,0,2.54
1903,751,Hindi Medium,Saket Chaudhary,2017,132,Comedia,7.8,0,0.0
1904,751,Hindi Medium,Saket Chaudhary,2017,132,Drama,7.8,0,0.0
1905,752,Vicky Donor,Shoojit Sircar,2012,126,Comedia,7.8,0,0.17
1906,752,Vicky Donor,Shoojit Sircar,2012,126,Romance,7.8,0,0.17
1907,753,The Whale,Darren Aronofsky,2022,117,Drama,7.7,60,0.0
1908,754,Mission: Impossible - Fallout,Christopher McQuarrie,2018,147,Acción,7.7,86,220.16
1909,754,Mission: Impossible - Fallout,Christopher McQuarrie,2018,147,Aventura,7.7,86,220.16
1910,754,Mission: Impossible - Fallout,Christopher McQuarrie,2018,147,Thriller,7.7,86,220.16
1911,755,The Banshees of Inisherin,Martin McDonagh,2022,114,Comedia,7.7,87,0.0
1912,755,The Banshees of Inisherin,Martin McDonagh,2022,114,Drama,7.7,87,0.0
1913,756,The Goonies,Richard Donner,1985,114,Aventura,7.7,62,61.5
1914,756,The Goonies,Richard Donner,1985,114,Comedia,7.7,62,61.5
1915,756,The Goonies,Richard Donner,1985,114,Familiar,7.7,62,61.5
1916,757,Aftersun,Charlotte Wells,2022,102,Drama,7.7,95,0.0
1917,758,Kingsman: The Secret Service,Matthew Vaughn,2014,129,Acción,7.7,60,128.26
1918,758,Kingsman: The Secret Service,Matthew Vaughn,2014,129,Aventura,7.7,60,128.26
1919,758,Kingsman: The Secret Service,Matthew Vaughn,2014,129,Comedia,7.7,60,128.26
1920,759,Harry Potter and the Goblet of Fire,Mike Newell,2005,157,Aventura,7.7,81,290.01
1921,759,Harry Potter and the Goblet of Fire,Mike Newell,2005,157,Familiar,7.7,81,290.01
1922,759,Harry Potter and the Goblet of Fire,Mike Newell,2005,157,Fantasía,7.7,81,290.01
1923,760,The Hangover,Todd Phillips,2009,100,Comedia,7.7,73,277.32
1924,761,Ocean's Eleven,Steven Soderbergh,2001,116,Crimen,7.7,74,183.42
1925,761,Ocean's Eleven,Steven Soderbergh,2001,116,Thriller,7.7,74,183.42
1926,762,Silver Linings Playbook,David O. Russell,2012,122,Comedia,7.7,81,132.09
1927,762,Silver Linings Playbook,David O. Russell,2012,122,Drama,7.7,81,132.09
1928,762,Silver Linings Playbook,David O. Russell,2012,122,Romance,7.7,81,132.09
1929,763,Zodiac,David Fincher,2007,157,Crimen,7.7,79,33.08
1930,763,Zodiac,David Fincher,2007,157,Drama,7.7,79,33.08
1931,763,Zodiac,David Fincher,2007,157,Misterio,7.7,79,33.08
1932,764,Black Hawk Down,Ridley Scott,2001,144,Acción,7.7,74,108.64
1933,764,Black Hawk Down,Ridley Scott,2001,144,Drama,7.7,74,108.64
1934,764,Black Hawk Down,Ridley Scott,2001,144,Historia,7.7,74,108.64
1935,765,Argo,Ben Affleck,2012,120,Biografía,7.7,86,136.03
1936,765,Argo,Ben Affleck,2012,120,Drama,7.7,86,136.03
1937,765,Argo,Ben Affleck,2012,120,Thriller,7.7,86,136.03
1938,766,A Few Good Men,Rob Reiner,1992,138,Drama,7.7,62,141.34
1939,766,A Few Good Men,Rob Reiner,1992,138,Thriller,7.7,62,141.34
1940,767,Blue Is the Warmest Colour,Abdellatif Kechiche,2013,180,Drama,7.7,90,2.2
1941,767,Blue Is the Warmest Colour,Abdellatif Kechiche,2013,180,Romance,7.7,90,2.2
1942,768,Blazing Saddles,Mel Brooks,1974,93,Comedia,7.7,73,119.5
1943,768,Blazing Saddles,Mel Brooks,1974,93,Western,7.7,73,119.5
1944,769,Lost in Translation,Sofia Coppola,2003,102,Comedia,7.7,91,44.59
1945,769,Lost in Translation,Sofia Coppola,2003,102,Drama,7.7,91,44.59
1946,770,Evil Dead II,Sam Raimi,1987,84,Comedia,7.7,72,5.92
1947,770,Evil Dead II,Sam Raimi,1987,84,Terror,7.7,72,5.92
1948,771,Harry Potter and the Deathly Hallows: Part 1,David Yates,2010,146,Aventura,7.7,65,295.98
1949,771,Harry Potter and the Deathly Hallows: Part 1,David Yates,2010,146,Familiar,7.7,65,295.98
1950,771,Harry Potter and the Deathly Hallows: Part 1,David Yates,2010,146,Fantasía,7.7,65,295.98
1951,772,Brokeback Mountain,Ang Lee,2005,134,Drama,7.7,87,83.04
1952,772,Brokeback Mountain,Ang Lee,2005,134,Romance,7.7,87,83.04
1953,773,The Last of the Mohicans,Michael Mann,1992,112,Acción,7.7,76,75.51
1954,773,The Last of the Mohicans,Michael Mann,1992,112,Aventura,7.7,76,75.51
1955,773,The Last of the Mohicans,Michael Mann,1992,112,Drama,7.7,76,75.51
1956,774,Primal Fear,Gregory Hoblit,1996,129,Crimen,7.7,47,56.12
1957,774,Primal Fear,Gregory Hoblit,1996,129,Drama,7.7,47,56.12
1958,774,Primal Fear,Gregory Hoblit,1996,129,Misterio,7.7,47,56.12
1959,775,Wind River,Taylor Sheridan,2017,107,Crimen,7.7,73,33.8
1960,775,Wind River,Taylor Sheridan,2017,107,Drama,7.7,73,33.8
1961,775,Wind River,Taylor Sheridan,2017,107,Misterio,7.7,73,33.8
1962,776,X-Men: First Class,Matthew Vaughn,2011,131,Acción,7.7,65,146.41
1963,776,X-Men: First Class,Matthew Vaughn,2011,131,Ciencia Ficción,7.7,65,146.41
1964,777,Ex Machina,Alex Garland,2014,108,Drama,7.7,78,25.44
1965,777,Ex Machina,Alex Garland,2014,108,Ciencia Ficción,7.7,78,25.44
1966,777,Ex Machina,Alex Garland,2014,108,Thriller,7.7,78,25.44
1967,778,500 Days of Summer,Marc Webb,2009,95,Comedia,7.7,76,32.39
1968,778,500 Days of Summer,Marc Webb,2009,95,Drama,7.7,76,32.39
1969,778,500 Days of Summer,Marc Webb,2009,95,Romance,7.7,76,32.39
1970,779,3:10 to Yuma,James Mangold,2007,122,Acción,7.7,76,53.61
1971,779,3:10 to Yuma,James Mangold,2007,122,Crimen,7.7,76,53.61
1972,779,3:10 to Yuma,James Mangold,2007,122,Drama,7.7,76,53.61
1973,780,Airplane!,Jim Abrahams,1980,88,Comedia,7.7,78,83.4
1974,781,And Your Mother Too,Alfonso CuarÃ³n,2001,106,Drama,7.7,89,13.62
1975,782,Home Alone,Chris Columbus,1990,103,Comedia,7.7,63,285.76
1976,782,Home Alone,Chris Columbus,1990,103,Familiar,7.7,63,285.76
1977,783,Training Day,Antoine Fuqua,2001,122,Acción,7.7,69,76.63
1978,783,Training Day,Antoine Fuqua,2001,122,Crimen,7.7,69,76.63
1979,783,Training Day,Antoine Fuqua,2001,122,Drama,7.7,69,76.63
1980,784,Blue Velvet,David Lynch,1986,120,Crimen,7.7,76,8.55
1981,784,Blue Velvet,David Lynch,1986,120,Drama,7.7,76,8.55
1982,784,Blue Velvet,David Lynch,1986,120,Misterio,7.7,76,8.55
1983,785,Who Framed Roger Rabbit,Robert Zemeckis,1988,104,Animación,7.7,83,156.45
1984,785,Who Framed Roger Rabbit,Robert Zemeckis,1988,104,Aventura,7.7,83,156.45
1985,785,Who Framed Roger Rabbit,Robert Zemeckis,1988,104,Comedia,7.7,83,156.45
1986,786,Coraline,Henry Selick,2009,100,Animación,7.7,80,75.29
1987,786,Coraline,Henry Selick,2009,100,Drama,7.7,80,75.29
1988,786,Coraline,Henry Selick,2009,100,Familiar,7.7,80,75.29
1989,787,Glengarry Glen Ross,James Foley,1992,100,Crimen,7.7,82,10.73
1990,787,Glengarry Glen Ross,James Foley,1992,100,Drama,7.7,82,10.73
1991,787,Glengarry Glen Ross,James Foley,1992,100,Misterio,7.7,82,10.73
1992,788,Wait Until Dark,Terence Young,1967,108,Thriller,7.7,81,17.55
1993,789,The Game,David Fincher,1997,129,Drama,7.7,63,48.32
1994,789,The Game,David Fincher,1997,129,Misterio,7.7,63,48.32
